no,name,team,score,numOfGame,ScorePergame
1,유병수,인천,22,28,0.79
2,오르티고사,울산,17,26,0.65
3,에닝요,전북,16,27,0.59
4,데얀,서울,13,28,0.46
5,루시오,경남,13,28,0.46
6,김영후,강원,13,28,0.46
7,김은중,제주,13,30,0.43
8,산토스,제주,12,24,0.5
9,정조국,서울,12,26,0.46
