no,name,team,score,numOfGame,ScorePergame
1,데얀,서울,24,30,0.8
2,이동국,전북,16,29,0.55
3,김정우,성남,15,23,0.65
4,산토스,제주,14,29,0.48
5,모따,포항,13,28,0.46
6,에닝요,전북,11,26,0.42
7,김동찬,전북,10,22,0.45
8,몰리나,서울,10,29,0.34
9,스테보,수원,9,13,0.69
