no,name,team,score,numOfGame,ScorePergame
1,신태용,천안,18,24,0.75
2,세르게이,부천유공,17,28,0.61
3,노상래,전남,12,28,0.43
4,윤상철,안양LG,12,30,0.4
5,하석주,부산,11,22,0.5
6,조셉,부천유공,11,28,0.39
7,박건하,수원,11,28,0.39
8,스카첸코,안양LG,11,31,0.35
9,라데,포항,11,32,0.34
