no,name,team,score,numOfGame,ScorePergame
1,이동국,전북,21,29,0.72
2,데얀,서울,14,23,0.61
3,김영후,강원,13,27,0.48
4,슈바,전남,13,27,0.48
5,김동찬,경남,12,27,0.44
6,유병수,인천,12,27,0.44
7,몰리나,성남,10,17,0.59
8,고창현,대전,10,19,0.53
9,최성국,광주상,9,26,0.35
