no,name,team,score,numOfGame,ScorePergame
1,임근재,LG,10,30,0.33
2,이상윤,일화,9,28,0.32
3,김현석2,현대,9,29,0.31
4,신태용,일화,7,18,0.39
5,박창현,포철,7,21,0.33
6,신홍기,현대,7,30,0.23
7,윤상철,LG,6,28,0.21
8,이원철,포철,5,19,0.26
9,심봉섭,대우,5,21,0.24
