no,name,team,score,numOfGame,ScorePergame
1,유상철,울산,14,20,0.7
2,박성배,전북,10,17,0.59
3,백승철,포항,10,20,0.5
4,이원식,부천SK,8,18,0.44
5,샤샤2,수원,8,18,0.44
6,이동국,포항,7,15,0.47
7,최진철,전북,6,11,0.55
8,빅토르,안양LG,6,17,0.35
9,정광민,안양LG,6,17,0.35
