no,name,team,score,numOfGame,ScorePergame
1,김신욱,울산,18,38,0.47
2,아드리아노,서울,15,30,0.5
3,황의조,성남,15,34,0.44
4,이동국,전북,13,33,0.39
5,산토스,수원,12,29,0.41
6,이종호,전남,12,31,0.39
7,스테보,전남,12,35,0.34
8,에두,전북,11,20,0.55
9,로페즈,제주,11,33,0.33
