no,name,team,score,numOfGame,ScorePergame
1,이기근,포철,12,23,0.52
2,함현기,현대,10,23,0.43
3,신동철,유공,8,23,0.35
4,이학종,현대,7,17,0.41
5,황보관,유공,7,23,0.3
6,이태호,대우,5,12,0.42
7,조긍연,포철,5,15,0.33
8,최태진,대우,5,22,0.23
9,김용세,유공,4,11,0.36
