no,name,team,score,numOfGame,ScorePergame
1,윤상철,럭금,12,30,0.4
2,이흥실,포철,7,19,0.37
3,김용세,일화,7,24,0.29
4,이태호,대우,6,19,0.32
5,정동복,현대,6,22,0.27
6,최진한,럭금,6,27,0.22
7,김종부,대우,5,22,0.23
8,김봉길,유공,5,27,0.19
9,김현석2,현대,5,28,0.18
