no,name,team,score,numOfGame,ScorePergame
1,까보레,경남,18,26,0.69
2,데닐손,대전,14,24,0.58
3,데얀,인천,14,26,0.54
4,스테보,전북,13,25,0.52
5,루이지뉴,대구,11,23,0.48
6,모따,성남,9,21,0.43
7,슈바,대전,8,14,0.57
8,이근호,대구,8,20,0.4
9,우성용,울산,8,26,0.31
