no,name,team,score,numOfGame,ScorePergame
1,이기근,포철,16,37,0.43
2,이상윤,일화,15,35,0.43
3,김주성,대우,14,37,0.38
4,김현석2,현대,14,39,0.36
5,고정운,일화,13,40,0.33
6,최진한,유공,12,24,0.5
7,김이주,일화,8,35,0.23
8,윤상철,LG,7,31,0.23
9,이원철,포철,7,34,0.21
