no,name,team,score,numOfGame,ScorePergame
1,김도훈,성남,28,40,0.7
2,도도,울산,27,44,0.61
3,마그노,전북,27,44,0.61
4,이따마르,전남,23,34,0.68
5,에드밀손,전북,17,39,0.44
6,신병호,전남,16,42,0.38
7,우성용,포항,15,40,0.38
8,나드손,수원,14,18,0.78
9,뚜따,수원,14,31,0.45
