no,name,team,score,numOfGame,ScorePergame
1,김태진2,대구,29,23,1.26
2,조준호,부천SK,27,24,1.13
3,김병지,포항,24,27,0.89
4,이운재,수원,22,23,0.96
5,최은성,대전,21,22,0.95
6,김영광1,전남,19,22,0.86
7,김용대,부산,17,23,0.74
8,이용발,전북,13,19,0.68
9,신범철,인천,11,9,1.22
