no,name,team,score,numOfGame,ScorePergame
1,김호준1,제주,45,31,1.45
2,김승규,울산,42,34,1.24
3,박주원,대전,41,22,1.86
4,이범영,부산,37,27,1.37
5,권순태,전북,35,36,0.97
6,신화용,포항,32,38,0.84
7,오승훈,대전,31,16,1.94
8,김병지,전남,30,27,1.11
9,박준혁,성남,26,32,0.81
