no,name,team,score,numOfGame,ScorePergame
1,김병지,전남,53,38,1.39
2,김영광1,경남,43,32,1.34
3,이범영,부산,38,31,1.23
4,김호준1,제주,37,37,1
5,권정혁,인천,35,28,1.25
6,정성룡,수원,33,34,0.97
6,박준혁,성남,33,35,0.94
8,김민식,전북,29,21,1.38
8,신화용,포항,29,31,0.94
