no,name,team,score,numOfGame,ScorePergame
1,김성수,한일,23,16,1.44
2,정기동,포철,20,18,1.11
3,김영호1,유공,19,14,1.36
4,김풍주,대우,15,13,1.15
5,김현태,럭금,12,15,0.8
6,이주한,한일,10,5,2
6,최인영,현대,10,12,0.83
8,정성교,대우,9,7,1.29
9,박연혁,유공,7,6,1.17
