no,name,team,score,numOfGame,ScorePergame
1,성원종,버팔,40,22,1.82
2,이명열,포철,37,30,1.23
3,박철우,LG,30,20,1.5
3,신의손,일화,30,30,1
5,김풍주,대우,24,11,2.18
5,김병지,현대,24,24,1
7,김동훈,버팔,22,11,2
8,신범철,대우,20,11,1.82
8,김봉수,LG,20,12,1.67
