no,name,team,score,numOfGame,ScorePergame
1,이춘섭,한일,41,24,1.71
2,김현태,럭금,37,23,1.61
3,조병득,할렐,35,28,1.25
4,김태형,국민,32,13,2.46
5,정기동,포철,28,15,1.87
6,전운선,국민,26,15,1.73
6,최인영,현대,26,22,1.18
8,오연교,유공,22,28,0.79
9,이재일1,포철,16,13,1.23
