no,name,team,score,numOfGame,ScorePergame
1,최은성,대전,25,18,1.39
2,임종국,안양LG,23,15,1.53
3,박동우,부천SK,21,10,2.1
4,신의손,천안,18,9,2
5,알렉세이2,전북,17,14,1.21
6,박철우,수원,14,11,1.27
7,차상광,천안,12,9,1.33
8,샤샤1,부천SK,10,7,1.43
8,박종문,전남,10,15,0.67
10,이운재,수원,9,7,1.29
10,드라간1,포항,9,8,1.13
