no,name,team,score,numOfGame,ScorePergame
1,유대순,유공,26,22,1.18
2,박철우,LG,24,24,1
3,신의손,일화,23,30,0.77
4,김풍주,대우,20,19,1.05
5,이명열,포철,18,21,0.86
6,김병지,현대,15,21,0.71
7,차상광,포철,8,7,1.14
8,김동훈,대우,7,8,0.88
8,최인영,현대,7,10,0.7
10,김봉수,LG,5,6,0.83
