no,name,team,score,numOfGame,ScorePergame
1,이용발,부천SK,45,32,1.41
2,김대환2,수원,43,27,1.59
3,최은성,대전,37,25,1.48
4,김병지,울산,34,26,1.31
5,정유석,부산,26,20,1.3
5,조준호,포항,26,20,1.3
7,신의손,안양LG,21,24,0.88
8,박동우,전남,20,17,1.18
9,신범철,수원,16,8,2
