no,name,team,score,numOfGame,ScorePergame
1,김호준1,제주,32,23,1.39
2,권순태,전북,31,29,1.07
3,신화용,포항,30,21,1.43
4,노동건,수원,28,18,1.56
4,유상훈,서울,28,21,1.33
6,이호승,전남,27,25,1.08
7,양동원,상주,26,14,1.86
7,김동준,성남,26,20,1.3
9,조수혁,인천,25,21,1.19
