no,name,team,score,numOfGame,ScorePergame
1,백민철,대구,35,23,1.52
2,정유석,부산,32,21,1.52
3,이정래,경남,30,25,1.2
4,최은성,대전,27,24,1.13
4,염동균,전남,27,26,1.04
6,권순태,전북,23,20,1.15
7,김영광1,울산,22,26,0.85
7,김용대,성남,22,28,0.79
9,이운재,수원,21,25,0.84
