no,name,team,score,numOfGame,ScorePergame
1,김현태,럭금,36,18,2
2,이문영,유공,35,30,1.17
3,조병득,포철,24,18,1.33
4,최인영,현대,20,13,1.54
4,호성호,현대,20,18,1.11
6,차상광,럭금,19,15,1.27
7,정기동,포철,17,16,1.06
8,정성교,대우,11,16,0.69
9,김풍주,대우,9,15,0.6
