no,name,team,score,numOfGame,ScorePergame
1,이용발,전북,36,27,1.33
2,최은성,대전,34,24,1.42
3,정유석,부산,31,20,1.55
4,신의손,안양LG,29,26,1.12
5,김병지,포항,27,21,1.29
6,최현,부천SK,25,18,1.39
7,박종문,전남,21,27,0.78
8,이운재,수원,17,19,0.89
9,한동진,부천SK,15,9,1.67
