no,name,team,score,numOfGame,ScorePergame
1,일리치,대우,34,23,1.48
2,샤샤1,유공,30,28,1.07
3,신의손,일화,23,27,0.85
4,김병지,현대,21,28,0.75
5,드라간1,포항,20,26,0.77
6,김봉수,LG,18,14,1.29
7,성원종,전북,16,9,1.78
8,송덕균,전북,15,10,1.5
9,박철우,전남,14,10,1.4
9,차상광,LG,14,10,1.4
