no,name,team,score,numOfGame,ScorePergame
1,백민철,대구,58,26,2.23
2,김용대,광주상,43,24,1.79
3,염동균,전남,38,23,1.65
4,최은성,대전,33,25,1.32
5,권순태,전북,30,24,1.25
6,이운재,수원,26,28,0.93
7,김지혁,포항,25,19,1.32
7,조준호,제주,25,21,1.19
7,김영광1,울산,25,25,1
10,김호준1,서울,23,24,0.96
