no,name,team,score,numOfGame,ScorePergame
1,차상광,LG,43,36,1.19
2,김영호1,일화,35,22,1.59
3,박철우,포철,31,28,1.11
3,이문영,유공,31,28,1.11
5,마르첼,일화,28,21,1.33
6,김풍주,대우,27,37,0.73
7,최인영,현대,17,30,0.57
8,정기동,포철,14,12,1.17
9,유대순,유공,9,12,0.75
