no,name,team,score,numOfGame,ScorePergame
1,이용발,전북,24,15,1.6
1,김영광1,전남,24,22,1.09
3,정유석,광주상,23,14,1.64
3,이운재,수원,23,17,1.35
5,김용대,부산,22,18,1.22
5,김병지,포항,22,24,0.92
7,원종덕,서울,19,11,1.73
8,조준호,부천SK,18,24,0.75
9,김진식,대구,17,15,1.13
