no,name,team,score,numOfGame,ScorePergame
1,김선규,대전,55,35,1.57
2,박준혁,대구,53,38,1.39
3,박호진,광주,52,35,1.49
4,김병지,경남,44,37,1.19
5,김용대,서울,42,44,0.95
6,이운재,전남,38,33,1.15
6,정성룡,수원,38,33,1.15
8,한동진,제주,37,30,1.23
9,최은성,전북,36,34,1.06
