no,name,team,score,numOfGame,ScorePergame
1,김영호1,일화,25,21,1.19
2,오연교,현대,24,19,1.26
3,조병득,포철,23,23,1
3,차상광,럭금,23,28,0.82
5,김동훈,대우,18,22,0.82
5,유대순,유공,18,22,0.82
7,마르첼,일화,12,8,1.5
7,이문영,유공,12,8,1.5
9,최인영,현대,11,10,1.1
