no,name,team,score,numOfGame,ScorePergame
1,유현,강원,54,27,2
2,정성룡,성남,36,29,1.24
3,최현,부산,35,25,1.4
4,김용대,성남,34,28,1.21
5,최은성,대전,31,24,1.29
5,권순태,전북,31,29,1.07
7,조준호,대구,29,14,2.07
7,염동균,전남,29,22,1.32
7,김영광1,울산,29,28,1.04
