no,name,team,score,numOfGame,ScorePergame
1,조병득,할렐,25,19,1.32
2,이관호,상무,24,18,1.33
3,김현태,럭금,19,21,0.9
4,김황호,현대,18,18,1
5,이주한,한일,16,14,1.14
5,김풍주,대우,16,21,0.76
7,이춘섭,한일,14,8,1.75
7,김영호1,유공,14,13,1.08
9,정기동,포철,10,10,1
10,박영수,유공,7,3,2.33
