no,name,team,score,numOfGame,ScorePergame
1,최은성,대전,44,23,1.91
2,이용발,부천SK,41,29,1.41
3,임종국,안양LG,32,19,1.68
4,신범철,부산,27,25,1.08
5,박철우,전남,25,16,1.56
6,이운재,수원,24,27,0.89
7,김병지,울산,21,12,1.75
7,권찬수,천안,21,14,1.5
9,김봉수,안양LG,20,8,2.5
