no,name,team,score,numOfGame,ScorePergame
1,조병득,할렐,19,15,1.27
2,정기동,포철,14,11,1.27
2,정성교,대우,14,15,0.93
4,강창근,국민,13,8,1.63
5,박영수,유공,12,7,1.71
6,김태형,국민,10,5,2
6,오연교,유공,10,9,1.11
8,최인영,국민,4,2,2
9,송재용,국민,3,1,3
