no,name,team,foul,numOfGame,FoulPergame
1,곽희주,수원,79,25,3.16
2,마르셀,수원,73,26,2.81
3,김진우,수원,67,24,2.79
4,김우재,인천,63,21,3
5,박정석,서울,62,21,2.95
6,훼이종,대구,57,19,3
7,모따,전남,56,22,2.55
8,나드손,수원,55,26,2.12
9,김태영3,전북,54,17,3.18
