no,name,team,score,numOfGame,ScorePergame
1,염기훈,수원,17,35,0.49
2,로페즈,제주,11,33,0.33
3,몰리나,서울,11,35,0.31
4,김두현,성남,8,35,0.23
5,오르샤,전남,7,33,0.21
6,김태환,울산,7,33,0.21
7,윤빛가람,제주,7,36,0.19
8,코바,울산,6,17,0.35
9,송진형,제주,6,29,0.21
