no,name,team,score,numOfGame,ScorePergame
1,루이스1,전북,12,30,0.4
2,에닝요,전북,10,25,0.4
3,최태욱,전북,10,28,0.36
4,현영민,울산,9,26,0.35
5,기성용,서울,9,27,0.33
6,김동찬,경남,8,27,0.3
7,김영후,강원,8,27,0.3
8,박희도,부산,7,25,0.28
9,황진성,포항,6,15,0.4
