no,name,team,score,numOfGame,ScorePergame
1,신동철,유공,8,25,0.32
2,김현석2,현대,7,29,0.24
3,구상범,LG,5,18,0.28
4,박태하,포철,5,28,0.18
5,최대식,LG,5,28,0.18
6,신홍기,현대,5,30,0.17
7,신태용,일화,4,18,0.22
8,박창현,포철,4,21,0.19
9,라데,포철,3,12,0.25
