no,name,team,score,numOfGame,ScorePergame
1,히칼도,서울,9,16,0.56
2,김도훈,성남,7,20,0.35
3,이천수,울산,5,14,0.36
4,뽀뽀,부산,5,19,0.26
5,모따,성남,4,9,0.44
6,홍순학1,대구,4,16,0.25
7,윤정환,전북,4,19,0.21
8,남궁도,전남,4,19,0.21
9,보띠,전북,4,20,0.2
