no,name,team,score,numOfGame,ScorePergame
1,이흥실,포철,11,39,0.28
2,고정운,일화,8,31,0.26
3,강득수,럭금,7,20,0.35
4,노수진,유공,7,30,0.23
5,조윤환,유공,6,30,0.2
6,이광종,유공,6,37,0.16
7,윤상철,럭금,6,38,0.16
8,강재순,현대,6,40,0.15
9,김판근,대우,5,30,0.17
