no,name,team,score,numOfGame,ScorePergame
1,고정운,일화,10,21,0.48
2,최문식,포철,6,19,0.32
3,구상범,대우,6,24,0.25
4,주경철,버팔,6,29,0.21
5,강준호,LG,5,17,0.29
6,김동해,LG,5,24,0.21
7,조정현,유공,5,24,0.21
8,이상윤,일화,5,27,0.19
9,라데,포철,5,27,0.19
