no,name,team,score,numOfGame,ScorePergame
1,피아퐁,럭금,6,21,0.29
2,왕선재,럭금,5,14,0.36
3,호샤,포철,5,16,0.31
4,김한봉,현대,5,18,0.28
5,이상래,럭금,5,21,0.24
6,조성규,한일,4,21,0.19
7,이강조,유공,3,7,0.43
8,이중재,상무,3,11,0.27
9,차희철,유공,3,12,0.25
