no,name,team,score,numOfGame,ScorePergame
1,정정수,울산,9,19,0.47
2,고정운,포항,6,16,0.38
3,박태하,포항,6,20,0.3
4,뚜레,부산,5,16,0.31
5,김경범,부천SK,5,18,0.28
6,서효원,포항,5,21,0.24
7,데니스,수원,4,10,0.4
8,정재권,부산,4,14,0.29
9,비탈리,수원,4,18,0.22
