no,name,team,score,numOfGame,ScorePergame
1,윤상철,LG,8,27,0.3
2,신태용,일화,6,28,0.21
3,이상윤,일화,6,29,0.21
4,김귀화,대우,5,26,0.19
5,백기홍,포철,4,23,0.17
6,라데,포철,4,25,0.16
7,이태홍,일화,4,25,0.16
8,최대식,LG,4,28,0.14
9,김봉길,유공,4,29,0.14
