no,name,team,score,numOfGame,ScorePergame
1,안드레,안양LG,10,29,0.34
2,전경준,부천SK,9,28,0.32
3,마니치,부산,8,25,0.32
4,최용수1,안양LG,8,25,0.32
5,신태용,성남,7,27,0.26
6,신진원,대전,6,26,0.23
7,박건하,수원,5,16,0.31
8,김성재1,안양LG,5,28,0.18
9,산드로C,수원,4,8,0.5
