no,name,team,score,numOfGame,ScorePergame
1,아미르,대우,7,26,0.27
2,라데,포항,6,24,0.25
3,황선홍,포항,6,24,0.25
4,조셉,유공,5,15,0.33
5,이상윤,일화,5,24,0.21
6,김현석2,현대,5,26,0.19
7,노상래,전남,5,26,0.19
8,캄포스,LG,4,12,0.33
9,세베로,현대,4,17,0.24
