no,name,team,score,numOfGame,ScorePergame
1,우르모브,부산,10,23,0.43
2,김종현,전남,8,25,0.32
3,신태용,성남,7,27,0.26
4,드라간2,안양LG,6,24,0.25
5,곽경근,부천SK,6,24,0.25
6,박태하,포항,6,25,0.24
7,고종수,수원,5,12,0.42
8,정정수,울산,5,24,0.21
9,김현석2,울산,5,25,0.2
