no,name,team,score,numOfGame,ScorePergame
1,송주석,현대,7,29,0.24
2,최대식,럭금,7,29,0.24
3,이흥실,포철,5,19,0.26
4,최진한,럭금,5,27,0.19
5,하재훈,유공,4,18,0.22
6,강득수,현대,4,20,0.2
7,손형선,포철,4,23,0.17
8,최강희,현대,3,13,0.23
9,이태호,대우,3,19,0.16
