no,name,team,score,numOfGame,ScorePergame
1,데니스,수원,5,10,0.5
2,정정수,울산,5,14,0.36
3,신홍기,울산,5,16,0.31
4,샤샤2,부산,4,13,0.31
5,김현민,대전,4,15,0.27
6,남기일,부천SK,3,12,0.25
7,노태경,포항,3,12,0.25
8,장영훈,포항,3,12,0.25
9,김인완,전남,3,13,0.23
