no,name,team,score,numOfGame,ScorePergame
1,변재섭,전북,8,25,0.32
2,비탈리,수원,7,23,0.3
3,안정환,부산,7,24,0.29
4,김종현,전남,7,27,0.26
5,곽경근,부천SK,7,28,0.25
6,마니치,부산,7,30,0.23
7,데니스,수원,6,11,0.55
8,고종수,수원,6,14,0.43
9,정정수,울산,6,23,0.26
