no,name,team,score,numOfGame,ScorePergame
1,브라질리아,울산,6,14,0.43
2,에닝요,대구,6,19,0.32
3,데닐손,포항,6,19,0.32
4,스테보,포항,6,22,0.27
5,이청용,서울,6,22,0.27
6,이근호,대구,6,26,0.23
7,데얀,서울,6,29,0.21
8,현영민,울산,5,20,0.25
9,인디오,경남,5,21,0.24
