no,name,team,change,numOfGame,changePerGame
1,유재영,한일,12,17,0.71
2,이길용1,포철,11,13,0.85
2,홍석민,상무,11,18,0.61
4,강용국,한일,10,19,0.53
5,이경남,현대,9,10,0.9
5,정수남,한일,9,10,0.9
5,조긍연,포철,9,14,0.64
5,최재혁,현대,9,15,0.6
5,호샤,포철,9,16,0.56
