no,name,team,change,numOfGame,changePerGame
1,김인성,성남,30,31,0.97
1,박희도,전북,30,34,0.88
1,조찬호,포항,30,34,0.88
4,노병준,포항,26,26,1
4,김승용,울산,26,27,0.96
4,전현철,전남,26,30,0.87
4,파그너,부산,26,31,0.84
4,디오고,인천,26,32,0.81
9,윌리암,부산,25,25,1
