no,name,team,score,numOfGame,ScorePergame
1,김용세,유공,13,10,1.3
2,강득수,럭금,10,15,0.67
2,구본석,유공,10,18,0.56
2,정해원,대우,10,19,0.53
5,함현기,현대,9,20,0.45
6,이상래,럭금,8,19,0.42
7,조성규,한일,7,18,0.39
8,이태호,대우,6,10,0.6
8,이학종,한일,6,10,0.6
