no,name,team,score,numOfGame,ScorePergame
1,이상윤,일화,20,35,0.57
1,고정운,일화,20,40,0.5
3,김주성,대우,19,37,0.51
4,김현석2,현대,18,39,0.46
5,이기근,포철,17,37,0.46
6,최진한,유공,13,24,0.54
6,김이주,일화,13,35,0.37
8,하석주,대우,12,34,0.35
8,오동천,일화,12,37,0.32
