no,name,team,score,numOfGame,ScorePergame
1,김영후,강원,21,27,0.78
1,이동국,전북,21,29,0.72
3,김동찬,경남,20,27,0.74
3,루이스1,전북,20,30,0.67
5,최태욱,전북,19,28,0.68
6,에닝요,전북,17,25,0.68
6,슈바,전남,17,27,0.63
8,유병수,인천,16,27,0.59
9,데얀,서울,15,23,0.65
10,김명중,포항,14,27,0.52
