no,name,team,score,numOfGame,ScorePergame
1,김대의,성남,18,27,0.67
2,에드밀손,전북,17,27,0.63
3,이천수,울산,16,18,0.89
3,우성용,부산,16,25,0.64
5,뚜따,안양LG,13,18,0.72
5,샤샤2,성남,13,26,0.5
7,이리네,성남,12,20,0.6
7,다보,부천SK,12,23,0.52
7,코난,포항,12,23,0.52
10,데니스,수원,10,17,0.59
10,이동국,포항,10,21,0.48
10,김도훈,전북,10,22,0.45
