no,name,team,score,numOfGame,ScorePergame
1,김도훈,성남,16,20,0.8
2,박주영,서울,15,19,0.79
3,마차도,울산,14,17,0.82
3,두두,성남,14,24,0.58
5,이천수,울산,12,14,0.86
5,루시아노,부산,12,22,0.55
5,산드로2,대구,12,24,0.5
8,모따,성남,11,9,1.22
8,셀미르,인천,11,25,0.44
10,히칼도,서울,10,16,0.63
10,김은중,서울,10,20,0.5
10,라돈치치,인천,10,22,0.45
