no,name,team,score,numOfGame,ScorePergame
1,최용수1,안양LG,18,25,0.72
2,마니치,부산,16,25,0.64
3,전경준,부천SK,15,28,0.54
3,안드레,안양LG,15,29,0.52
5,신태용,성남,14,27,0.52
6,이상윤,성남,13,25,0.52
6,정광민,안양LG,13,26,0.5
6,박남열,성남,13,29,0.45
9,김도훈,전북,12,20,0.6
