no,name,team,score,numOfGame,ScorePergame
1,우성용,성남,20,28,0.71
2,뽀뽀,부산,18,24,0.75
3,슈바,대전,13,24,0.54
4,소말리아,부산,12,16,0.75
4,김은중,서울,12,25,0.48
6,고기구,포항,11,22,0.5
7,김두현,성남,10,28,0.36
8,모따,성남,9,19,0.47
8,김진용2,경남,9,20,0.45
8,따바레즈,포항,9,20,0.45
8,프론티니,포항,9,20,0.45
8,김형범,전북,9,23,0.39
8,이따마르,성남,9,25,0.36
8,두두,서울,9,26,0.35
