no,name,team,score,numOfGame,ScorePergame
1,에닝요,전북,23,27,0.85
1,김은중,제주,23,30,0.77
3,유병수,인천,22,28,0.79
4,오르티고사,울산,20,26,0.77
4,데얀,서울,20,28,0.71
4,루시오,경남,20,28,0.71
7,라돈치치,성남,18,27,0.67
7,김영후,강원,18,28,0.64
7,몰리나,성남,18,29,0.62
