no,name,team,score,numOfGame,ScorePergame
1,김신욱,울산,25,36,0.69
2,데얀,서울,24,29,0.83
3,몰리나,서울,22,35,0.63
4,레오나르도,전북,20,37,0.54
5,케빈,전북,19,31,0.61
6,페드로,제주,17,29,0.59
6,김동섭,성남,17,36,0.47
8,한상운,울산,16,34,0.47
9,하피냐,울산,15,24,0.63
