no,name,team,score,numOfGame,ScorePergame
1,까보레,경남,26,26,1
2,데닐손,대전,19,24,0.79
3,뽀뽀,경남,17,21,0.81
3,스테보,전북,17,25,0.68
5,데얀,인천,15,26,0.58
5,따바레즈,포항,15,28,0.54
7,우성용,울산,14,26,0.54
8,모따,성남,11,21,0.52
8,루이지뉴,대구,11,23,0.48
